POSITION_ID,CLIENT_ID,SECURITY_ID,TICKER,QUANTITY,MARKET_VALUE,COST_BASIS,UNREALIZED_GAIN_LOSS,ASSET_CLASS,CURRENCY,AS_OF_DATE,STATUS
POS00675,CLI0168,SEC015,JPM,244.67,146503.04,103933.37,42569.67,US Equity,United States,2025-02-28,Active
POS00676,CLI0168,SEC046,BAM,674.25,239090.4,190414.94,48675.46,Canadian Equity,Canada,2024-01-12,Active
POS00677,CLI0169,SEC017,XOM,1104.49,322116.98,424875.21,-102758.23,US Equity,United States,2024-12-07,Active
POS00678,CLI0169,SEC005,ENB,1451.55,304855.78,449864.38,-145008.6,Canadian Equity,Canada,2024-06-28,Active
POS00679,CLI0169,SEC020,PG,1669.31,851450.26,770436.64,81013.62,US Equity,United States,2025-04-30,Active
POS00680,CLI0169,SEC033,AP,1294.85,392550.38,315088.8,77461.58,Real Estate,Canada,2025-07-03,Pending Settlement
POS00681,CLI0170,SEC027,CAN.GOV.10Y,1134.24,455009.68,386446.91,68562.77,Fixed Income,Canada,2024-01-20,Active
POS00682,CLI0170,SEC048,XAW,1374.13,822555.99,550710.08,271845.91,International Equity,Canada,2024-12-28,Active
POS00683,CLI0170,SEC004,BMO,307.12,125753.13,129349.73,-3596.6,Canadian Equity,Canada,2025-01-19,Active
POS00684,CLI0170,SEC034,IIP,1686.39,494817.35,485073.22,9744.13,Real Estate,Canada,2025-09-01,Active
POS00685,CLI0170,SEC020,PG,1566.86,361745.26,246937.14,114808.12,US Equity,United States,2025-12-27,Active
POS00686,CLI0171,SEC006,CNQ,1660.62,295326.77,257063.98,38262.79,Canadian Equity,Canada,2024-06-28,Active
POS00687,CLI0171,SEC032,CRT,1572.04,930510.56,613111.32,317399.24,Real Estate,Canada,2025-03-30,Active
POS00688,CLI0171,SEC016,JNJ,1600.06,577169.73,724747.18,-147577.45,US Equity,United States,2024-12-14,Pending Settlement
POS00689,CLI0171,SEC024,NOVO,1467.56,537686.22,387729.35,149956.87,International Equity,Denmark,2024-05-26,Active
POS00690,CLI0171,SEC029,CORP.BOND.A,205.52,115125.91,100957.59,14168.32,Fixed Income,Canada,2024-05-15,Active
POS00691,CLI0172,SEC030,HYG,1430.22,246488.46,376948.78,-130460.32,Fixed Income,United States,2024-02-15,Active
POS00692,CLI0172,SEC025,ASML,1192.63,62731.02,57365.5,5365.52,International Equity,Netherlands,2024-02-17,Active
POS00693,CLI0173,SEC002,TD,1281.31,117250.44,139496.22,-22245.78,Canadian Equity,Canada,2024-10-20,Active
POS00694,CLI0173,SEC037,TRP,645.11,109759.63,144085.32,-34325.69,Infrastructure,Canada,2024-06-01,Active
POS00695,CLI0173,SEC049,VEA,237.78,134686.46,113982.22,20704.24,International Equity,United States,2024-04-14,Active
POS00696,CLI0173,SEC020,PG,707.13,90226.61,115014.69,-24788.08,US Equity,United States,2025-12-22,Active
POS00697,CLI0174,SEC016,JNJ,1085.75,22150.19,32691.93,-10541.74,US Equity,United States,2025-11-22,Active
POS00698,CLI0174,SEC011,AAPL,773.36,37657.33,36835.14,822.19,US Equity,United States,2025-12-22,Active
POS00699,CLI0174,SEC005,ENB,1189.58,654999.57,498326.96,156672.61,Canadian Equity,Canada,2025-09-23,Active
POS00700,CLI0174,SEC020,PG,671.34,94839.75,69201.73,25638.02,US Equity,United States,2025-06-30,Active
POS00701,CLI0174,SEC040,HBF,1846.34,841938.43,707868.29,134070.14,Alternatives,Canada,2024-04-05,Active
POS00702,CLI0174,SEC022,SAP,1840.18,471837.26,435754.62,36082.64,International Equity,Germany,2025-12-01,Active
POS00703,CLI0175,SEC031,REI,1826.59,478050.23,363637.54,114412.69,Real Estate,Canada,2025-11-12,Active
POS00704,CLI0175,SEC015,JPM,1722.98,317911.62,285601.16,32310.46,US Equity,United States,2024-03-07,Active
POS00705,CLI0175,SEC010,BCE,709.37,134431.8,165503.11,-31071.31,Canadian Equity,Canada,2024-12-22,Active
POS00706,CLI0175,SEC040,HBF,263.51,21034.02,14743.38,6290.64,Alternatives,Canada,2024-04-19,Active
POS00707,CLI0175,SEC017,XOM,1302.41,598150.05,517382.37,80767.68,US Equity,United States,2025-02-14,Active
POS00708,CLI0176,SEC040,HBF,326.45,56722.61,79581.98,-22859.37,Alternatives,Canada,2024-08-01,Active
POS00709,CLI0176,SEC016,JNJ,1186.03,496050.61,466394.44,29656.17,US Equity,United States,2024-12-16,Active
POS00710,CLI0176,SEC036,BIP,479.95,115708.58,159818.55,-44109.97,Infrastructure,Canada,2025-12-29,Active
POS00711,CLI0177,SEC008,CP,1114.62,375262.2,459111.98,-83849.78,Canadian Equity,Canada,2025-02-19,Active
POS00712,CLI0177,SEC038,FTS,226.4,127716.17,92362.14,35354.03,Infrastructure,Canada,2025-01-23,Active
POS00713,CLI0177,SEC039,GOLD.ETF,1293.53,39263.79,45829.77,-6565.98,Alternatives,Canada,2024-05-22,Pending Settlement
POS00714,CLI0177,SEC030,HYG,1807.48,375927.86,578194.78,-202266.92,Fixed Income,United States,2024-05-30,Active
POS00715,CLI0177,SEC021,NESN,911.42,168013.28,136065.89,31947.39,International Equity,Switzerland,2025-04-02,Active
POS00716,CLI0178,SEC020,PG,1438.4,1047936.31,658758.43,389177.88,US Equity,United States,2025-08-19,Active
POS00717,CLI0178,SEC037,TRP,1972.98,312033.04,404618.74,-92585.7,Infrastructure,Canada,2024-10-28,Active
POS00718,CLI0178,SEC044,POW,1803.14,568096.11,872918.11,-304822.0,Canadian Equity,Canada,2025-07-27,Active
POS00719,CLI0178,SEC028,PROV.ON.5Y,724.9,460364.92,312663.87,147701.05,Fixed Income,Canada,2024-08-28,Active
POS00720,CLI0179,SEC026,CAN.GOV.2Y,769.31,270495.08,211429.47,59065.61,Fixed Income,Canada,2025-05-01,Active
POS00721,CLI0179,SEC041,GSY,1115.29,467513.88,471154.26,-3640.38,Canadian Equity,Canada,2025-03-03,Active
POS00722,CLI0179,SEC021,NESN,1994.94,522255.55,671656.4,-149400.85,International Equity,Switzerland,2024-03-14,Active
POS00723,CLI0179,SEC046,BAM,296.55,167510.4,131377.58,36132.82,Canadian Equity,Canada,2024-05-19,Active
POS00724,CLI0179,SEC025,ASML,1288.06,294190.92,271587.45,22603.47,International Equity,Netherlands,2025-12-13,Active
POS00725,CLI0179,SEC050,ZRE,857.15,91364.26,80572.1,10792.16,Real Estate,Canada,2025-07-19,Active
POS00726,CLI0180,SEC023,SHEL,24.79,8384.71,6236.92,2147.79,International Equity,United Kingdom,2025-12-30,Active
POS00727,CLI0180,SEC015,JPM,827.57,227557.28,227871.4,-314.12,US Equity,United States,2024-02-08,Active
POS00728,CLI0180,SEC012,MSFT,1412.72,95467.35,86204.17,9263.18,US Equity,United States,2025-12-08,Active
POS00729,CLI0180,SEC028,PROV.ON.5Y,1463.07,569759.5,388547.5,181212.0,Fixed Income,Canada,2024-10-13,Active
POS00730,CLI0180,SEC039,GOLD.ETF,165.69,54183.12,73816.55,-19633.43,Alternatives,Canada,2025-04-28,Active
POS00731,CLI0181,SEC044,POW,1083.0,389618.41,316149.36,73469.05,Canadian Equity,Canada,2024-12-17,Active
POS00732,CLI0181,SEC041,GSY,31.46,10919.63,7227.94,3691.69,Canadian Equity,Canada,2025-08-10,Active
POS00733,CLI0182,SEC023,SHEL,1846.5,930698.93,694228.61,236470.32,International Equity,United Kingdom,2025-07-31,Active
POS00734,CLI0182,SEC019,UNH,1262.31,438945.72,367559.43,71386.29,US Equity,United States,2025-11-03,Closed
POS00735,CLI0182,SEC011,AAPL,1619.7,469217.39,508650.59,-39433.2,US Equity,United States,2024-03-25,Active
POS00736,CLI0182,SEC003,BNS,162.96,56957.4,64036.76,-7079.36,Canadian Equity,Canada,2025-09-22,Active
POS00737,CLI0182,SEC045,GWO,1717.14,15616.26,20657.19,-5040.93,Canadian Equity,Canada,2024-06-27,Pending Settlement
POS00738,CLI0183,SEC043,SLF,1617.6,285877.92,217276.03,68601.89,Canadian Equity,Canada,2025-05-11,Active
POS00739,CLI0183,SEC029,CORP.BOND.A,1059.5,35900.61,22652.11,13248.5,Fixed Income,Canada,2024-05-28,Active
POS00740,CLI0183,SEC024,NOVO,1645.23,942442.05,690371.41,252070.64,International Equity,Denmark,2025-02-26,Active
POS00741,CLI0184,SEC043,SLF,1278.77,188480.1,139859.07,48621.03,Canadian Equity,Canada,2024-12-19,Active
POS00742,CLI0184,SEC029,CORP.BOND.A,536.15,154103.83,220180.72,-66076.89,Fixed Income,Canada,2025-04-20,Active
POS00743,CLI0184,SEC047,CASH.ETF,609.72,311506.95,228242.58,83264.37,Cash,Canada,2025-06-29,Active
POS00744,CLI0185,SEC031,REI,33.61,16785.46,15594.37,1191.09,Real Estate,Canada,2025-11-25,Active
POS00745,CLI0185,SEC017,XOM,1065.2,378180.02,509336.03,-131156.01,US Equity,United States,2025-06-28,Active
POS00746,CLI0185,SEC010,BCE,1912.81,636846.49,418388.93,218457.56,Canadian Equity,Canada,2024-10-06,Active
POS00747,CLI0185,SEC034,IIP,541.5,36942.61,29051.47,7891.14,Real Estate,Canada,2025-02-04,Active
POS00748,CLI0185,SEC028,PROV.ON.5Y,1353.83,217475.93,168809.06,48666.87,Fixed Income,Canada,2024-07-18,Active
POS00749,CLI0186,SEC021,NESN,1348.88,371729.06,562064.81,-190335.75,International Equity,Switzerland,2024-04-10,Active
POS00750,CLI0186,SEC036,BIP,1374.14,329352.33,245971.06,83381.27,Infrastructure,Canada,2024-09-14,Active
POS00751,CLI0186,SEC001,RY,57.16,4450.77,2887.15,1563.62,Canadian Equity,Canada,2025-11-03,Pending Settlement
POS00752,CLI0187,SEC039,GOLD.ETF,1419.07,133736.59,91373.92,42362.67,Alternatives,Canada,2024-05-13,Active
POS00753,CLI0187,SEC041,GSY,1530.08,704205.98,498362.36,205843.62,Canadian Equity,Canada,2024-07-08,Pending Settlement
POS00754,CLI0187,SEC008,CP,1394.35,198843.31,181823.24,17020.07,Canadian Equity,Canada,2024-03-18,Active
POS00755,CLI0188,SEC050,ZRE,1542.06,204647.59,254578.69,-49931.1,Real Estate,Canada,2024-03-16,Active
POS00756,CLI0188,SEC028,PROV.ON.5Y,134.15,42257.55,26474.5,15783.05,Fixed Income,Canada,2024-09-21,Closed
POS00757,CLI0188,SEC045,GWO,536.68,133746.36,119722.57,14023.79,Canadian Equity,Canada,2024-07-24,Active
POS00758,CLI0188,SEC043,SLF,365.1,71393.41,90752.91,-19359.5,Canadian Equity,Canada,2025-03-17,Active
POS00759,CLI0189,SEC029,CORP.BOND.A,525.4,8384.34,11695.4,-3311.06,Fixed Income,Canada,2024-09-13,Active
POS00760,CLI0189,SEC046,BAM,47.34,15114.86,11899.38,3215.48,Canadian Equity,Canada,2024-01-01,Pending Settlement
POS00761,CLI0190,SEC018,V,1153.53,462943.61,300044.69,162898.92,US Equity,United States,2025-05-17,Active
POS00762,CLI0190,SEC010,BCE,813.79,422558.65,297228.66,125329.99,Canadian Equity,Canada,2024-03-12,Active
POS00763,CLI0190,SEC045,GWO,16.58,11293.61,7913.8,3379.81,Canadian Equity,Canada,2025-05-08,Active
POS00764,CLI0190,SEC022,SAP,1075.26,515438.9,533156.92,-17718.02,International Equity,Germany,2024-11-06,Active
POS00765,CLI0190,SEC026,CAN.GOV.2Y,1268.22,447763.35,608263.68,-160500.33,Fixed Income,Canada,2025-07-01,Pending Settlement
POS00766,CLI0191,SEC006,CNQ,587.02,72904.58,61954.09,10950.49,Canadian Equity,Canada,2025-01-28,Active
POS00767,CLI0191,SEC030,HYG,604.75,90022.0,119800.97,-29778.97,Fixed Income,United States,2025-12-06,Active
POS00768,CLI0191,SEC049,VEA,178.88,76766.64,56924.98,19841.66,International Equity,United States,2024-05-23,Active
POS00769,CLI0191,SEC050,ZRE,60.48,26412.3,30131.74,-3719.44,Real Estate,Canada,2025-02-02,Active
POS00770,CLI0192,SEC042,MFC,83.71,3833.69,2741.5,1092.19,Canadian Equity,Canada,2024-02-13,Active
POS00771,CLI0192,SEC020,PG,431.24,162560.7,141731.34,20829.36,US Equity,United States,2025-11-25,Pending Settlement
POS00772,CLI0192,SEC032,CRT,1077.76,349173.0,400732.72,-51559.72,Real Estate,Canada,2024-03-14,Active
POS00773,CLI0192,SEC035,AQN,291.77,105254.72,95890.21,9364.51,Infrastructure,Canada,2025-09-25,Active
POS00774,CLI0192,SEC029,CORP.BOND.A,1405.58,79619.61,97856.48,-18236.87,Fixed Income,Canada,2024-02-21,Pending Settlement
POS00775,CLI0192,SEC002,TD,1643.27,107506.22,87356.23,20149.99,Canadian Equity,Canada,2025-08-28,Active
POS00776,CLI0193,SEC008,CP,1194.01,262564.4,369832.66,-107268.26,Canadian Equity,Canada,2024-07-26,Active
POS00777,CLI0193,SEC032,CRT,1624.93,1033186.76,798149.37,235037.39,Real Estate,Canada,2024-11-28,Active
POS00778,CLI0194,SEC035,AQN,355.16,11731.33,12888.76,-1157.43,Infrastructure,Canada,2025-03-01,Active
POS00779,CLI0194,SEC009,TRI,746.16,57010.47,64677.15,-7666.68,Canadian Equity,Canada,2025-08-18,Active
POS00780,CLI0194,SEC021,NESN,208.94,109243.39,88684.58,20558.81,International Equity,Switzerland,2024-06-10,Active
POS00781,CLI0194,SEC014,AMZN,979.07,6538.62,7969.63,-1431.01,US Equity,United States,2024-04-01,Active
POS00782,CLI0194,SEC003,BNS,1191.52,226828.57,173306.58,53521.99,Canadian Equity,Canada,2025-05-02,Active
POS00783,CLI0194,SEC038,FTS,420.26,155067.39,135201.84,19865.55,Infrastructure,Canada,2025-02-25,Active
POS00784,CLI0195,SEC040,HBF,1196.58,530483.83,430780.77,99703.06,Alternatives,Canada,2024-03-31,Active
POS00785,CLI0195,SEC045,GWO,1567.34,181721.75,277716.97,-95995.22,Canadian Equity,Canada,2024-08-29,Active
POS00786,CLI0195,SEC003,BNS,1973.34,1193403.24,963996.32,229406.92,Canadian Equity,Canada,2025-07-06,Active
POS00787,CLI0196,SEC050,ZRE,115.61,5563.5,7026.78,-1463.28,Real Estate,Canada,2025-04-30,Active
POS00788,CLI0196,SEC041,GSY,327.92,106185.86,151407.22,-45221.36,Canadian Equity,Canada,2025-01-07,Active
POS00789,CLI0196,SEC043,SLF,875.0,211060.03,149170.0,61890.03,Canadian Equity,Canada,2025-04-09,Active
POS00790,CLI0196,SEC014,AMZN,1483.43,560972.28,686546.24,-125573.96,US Equity,United States,2024-01-30,Active
POS00791,CLI0196,SEC018,V,240.97,144174.59,107969.02,36205.57,US Equity,United States,2025-08-29,Active
POS00792,CLI0197,SEC013,NVDA,1560.16,192978.85,259673.03,-66694.18,US Equity,United States,2025-02-26,Pending Settlement
POS00793,CLI0197,SEC048,XAW,757.31,94936.88,86507.52,8429.36,International Equity,Canada,2025-05-11,Active
POS00794,CLI0197,SEC044,POW,877.37,120764.48,98265.44,22499.04,Canadian Equity,Canada,2024-07-01,Active
POS00795,CLI0197,SEC021,NESN,281.45,127156.09,101690.7,25465.39,International Equity,Switzerland,2024-10-03,Active
POS00796,CLI0197,SEC015,JPM,263.15,64647.13,91481.47,-26834.34,US Equity,United States,2024-05-19,Active
POS00797,CLI0198,SEC030,HYG,447.51,54023.92,67618.76,-13594.84,Fixed Income,United States,2025-10-15,Closed
POS00798,CLI0198,SEC027,CAN.GOV.10Y,1812.1,620026.45,527629.16,92397.29,Fixed Income,Canada,2024-08-23,Active
POS00799,CLI0198,SEC011,AAPL,1715.38,676611.02,423973.32,252637.7,US Equity,United States,2025-08-28,Active
POS00800,CLI0198,SEC049,VEA,930.9,11981.3,11338.36,642.94,International Equity,United States,2024-09-09,Active
POS00801,CLI0198,SEC022,SAP,874.15,154038.3,100605.92,53432.38,International Equity,Germany,2024-06-01,Pending Settlement
POS00802,CLI0199,SEC027,CAN.GOV.10Y,89.72,29467.68,21350.67,8117.01,Fixed Income,Canada,2024-02-04,Active
POS00803,CLI0199,SEC003,BNS,794.7,423058.56,322497.21,100561.35,Canadian Equity,Canada,2024-04-10,Active
POS00804,CLI0200,SEC006,CNQ,34.72,19793.93,12750.23,7043.7,Canadian Equity,Canada,2024-05-15,Active
POS00805,CLI0200,SEC036,BIP,485.73,161369.69,242612.42,-81242.73,Infrastructure,Canada,2025-11-16,Active
POS00806,CLI0200,SEC049,VEA,1409.58,823642.74,605654.24,217988.5,International Equity,United States,2024-01-25,Closed
